"Story","Title","Result","Date","Stability","Duration (s)"
"Crear usuario en aplicativo OrangeHRM","Crear usuario en OrangeHRM","FAILURE","2022-06-18T12:02:38.4886623-05:00[America/Bogota]","0.0","39.94"
